ap_index_nT,f10.7_index,Timestamp
15.55048,192.2718,2000-08-05 05:31:10
15.45156,192.64905,2000-08-05 05:31:10
15.350647,192.2788,2000-08-05 05:31:10
15.468571,191.56879,2000-08-05 05:40:10
15.682053,192.31792,2000-08-05 05:40:10
15.60839,191.59955,2000-08-05 05:40:10
15.7292185,191.64243,2000-08-05 05:40:10
15.677927,192.00316,2000-08-05 05:40:10
15.614824,192.00703,2000-08-05 05:41:10
15.837864,191.82259,2000-08-05 05:41:10
15.677894,192.085,2000-08-05 05:41:10
15.514175,192.18486,2000-08-05 05:50:10
15.675343,192.34009,2000-08-05 05:50:10
15.485002,192.02466,2000-08-05 05:50:10
15.666583,191.93558,2000-08-05 05:50:10
15.745264,192.11697,2000-08-05 05:50:10
15.9240055,192.73428,2000-08-05 05:51:10
15.812984,192.39894,2000-08-05 05:51:10
15.763841,192.1913,2000-08-05 05:51:10
15.762062,192.51292,2000-08-05 06:00:10
15.687218,192.07652,2000-08-05 06:00:10
15.813318,192.19345,2000-08-05 06:00:10
15.785149,191.76797,2000-08-05 06:00:10
15.739566,191.92542,2000-08-05 06:00:10
15.936391,192.68561,2000-08-05 06:01:10
15.718245,192.1845,2000-08-05 06:01:10
15.445969,192.5384,2000-08-05 06:01:10
15.598579,192.57562,2000-08-05 06:10:10
15.894288,192.39061,2000-08-05 06:10:10
16.053823,191.99684,2000-08-05 06:10:10
16.174925,191.9403,2000-08-05 06:10:10
15.954457,192.14296,2000-08-05 06:10:10
15.808243,192.44983,2000-08-05 06:11:10
15.779035,192.35037,2000-08-05 06:11:10
15.746768,192.50626,2000-08-05 06:11:10
16.062973,192.31816,2000-08-05 06:20:10
15.958771,191.56955,2000-08-05 06:20:10
15.730422,192.55444,2000-08-05 06:20:10
15.858523,192.77158,2000-08-05 06:20:10
15.853476,192.14725,2000-08-05 06:20:10
15.69824,192.14424,2000-08-05 06:21:10
15.775541,192.6954,2000-08-05 06:21:10
15.693865,192.1454,2000-08-05 06:21:10
15.816682,192.70767,2000-08-05 06:30:10
15.576822,192.76802,2000-08-05 06:30:10
15.786117,191.90677,2000-08-05 06:30:10
15.702529,192.72894,2000-08-05 06:30:10
15.530804,192.44682,2000-08-05 06:30:10
15.478019,192.0657,2000-08-05 06:31:10
15.3147545,192.44551,2000-08-05 06:31:10
15.4544115,193.31137,2000-08-05 06:31:10
15.61025,192.88379,2000-08-05 06:40:10
15.496017,193.09819,2000-08-05 06:40:10
15.268197,192.92001,2000-08-05 06:40:10
15.385914,192.76004,2000-08-05 06:40:10
15.379682,192.46501,2000-08-05 06:40:10
15.478686,192.91664,2000-08-05 06:41:10
15.579683,192.58633,2000-08-05 06:41:10
15.460264,193.19547,2000-08-05 06:41:10
15.522378,193.1535,2000-08-05 06:50:10
15.270405,192.73454,2000-08-05 06:50:10
15.677644,193.19064,2000-08-05 06:50:10
15.453587,192.91042,2000-08-05 06:50:10
15.536304,192.72644,2000-08-05 06:50:10
15.638367,192.42398,2000-08-05 06:51:10
15.666449,192.72948,2000-08-05 06:51:10
15.583546,193.29976,2000-08-05 06:51:10
15.239896,192.48668,2000-08-05 07:00:10
15.374373,192.85321,2000-08-05 07:00:10
15.579671,192.54404,2000-08-05 07:00:10
15.694889,193.10318,2000-08-05 07:00:10
15.511726,193.10487,2000-08-05 07:00:10
15.511692,193.15616,2000-08-05 07:01:10
15.500005,192.84892,2000-08-05 07:01:10
15.573259,192.93265,2000-08-05 07:01:10
15.5674305,192.86163,2000-08-05 07:10:10
15.67474,193.23654,2000-08-05 07:10:10
15.583311,192.54974,2000-08-05 07:10:10
15.754421,193.73096,2000-08-05 07:10:10
15.753351,193.00627,2000-08-05 07:10:10
15.712408,192.9029,2000-08-05 07:11:10
15.418788,193.24255,2000-08-05 07:11:10
15.746132,192.99234,2000-08-05 07:11:10
15.860905,193.3025,2000-08-05 07:20:10
15.658463,193.141,2000-08-05 07:20:10
15.582557,193.22314,2000-08-05 07:20:10
15.401216,193.2939,2000-08-05 07:20:10
15.6653595,192.73314,2000-08-05 07:20:10
15.560362,193.11237,2000-08-05 07:21:10
15.735071,193.02924,2000-08-05 07:21:10
15.544461,192.96896,2000-08-05 07:21:10
15.806213,192.79141,2000-08-05 07:30:10
15.606415,193.2032,2000-08-05 07:30:10
15.540539,193.15802,2000-08-05 07:30:10
15.677122,193.25714,2000-08-05 07:30:10
15.619179,193.02542,2000-08-05 07:30:10
15.558471,192.94504,2000-08-05 07:31:10
15.725742,193.27411,2000-08-05 07:31:10
15.78372,193.55597,2000-08-05 07:31:10
15.777285,193.49611,2000-08-05 07:40:10
15.876996,193.24394,2000-08-05 07:40:10
15.732236,193.16074,2000-08-05 07:40:10
15.689759,193.18782,2000-08-05 07:40:10
15.764053,192.99442,2000-08-05 07:40:10
15.829222,193.90915,2000-08-05 07:41:10
15.685809,193.7011,2000-08-05 07:41:10
15.574554,193.70882,2000-08-05 07:41:10
15.482748,193.16489,2000-08-05 07:50:10
15.622208,193.37444,2000-08-05 07:50:10
15.651979,193.62872,2000-08-05 07:50:10
15.576452,193.24707,2000-08-05 07:50:10
15.461517,193.47397,2000-08-05 07:50:10
15.493598,194.09216,2000-08-05 07:51:10
15.318424,193.14429,2000-08-05 07:51:10
15.467472,193.60455,2000-08-05 07:51:10
15.365348,194.07927,2000-08-05 08:00:10
15.466748,193.61755,2000-08-05 08:00:10
15.392235,194.01447,2000-08-05 08:00:10
15.618947,194.0204,2000-08-05 08:00:10
15.375247,193.61288,2000-08-05 08:00:10
15.386454,193.58673,2000-08-05 08:01:10
15.552713,193.66293,2000-08-05 08:01:10
15.549785,193.19418,2000-08-05 08:01:10
15.438667,193.95692,2000-08-05 08:10:10
15.53854,193.27934,2000-08-05 08:10:10
15.484118,193.92975,2000-08-05 08:10:10
15.329284,193.95435,2000-08-05 08:10:10
15.553712,193.33012,2000-08-05 08:10:10
15.524432,193.45676,2000-08-05 08:11:10
15.500725,193.89165,2000-08-05 08:11:10
15.374908,194.30417,2000-08-05 08:11:10
15.1757965,193.62636,2000-08-05 08:20:10
15.449322,193.49579,2000-08-05 08:20:10
15.554296,194.16412,2000-08-05 08:20:10
15.253573,193.81058,2000-08-05 08:20:10
15.324318,193.8031,2000-08-05 08:20:10
15.42445,193.46696,2000-08-05 08:21:10
15.114041,193.68256,2000-08-05 08:21:10
15.289484,193.86043,2000-08-05 08:21:10
15.469797,193.85565,2000-08-05 08:30:10
15.287984,194.11053,2000-08-05 08:30:10
15.400101,194.33492,2000-08-05 08:30:10
15.692787,193.32553,2000-08-05 08:30:10
15.694415,193.81354,2000-08-05 08:30:10
15.719905,193.67809,2000-08-05 08:31:10
15.837039,193.71295,2000-08-05 08:31:10
15.598296,194.34119,2000-08-05 08:31:10
15.371065,194.37906,2000-08-05 08:40:10
15.608645,194.52164,2000-08-05 08:40:10
15.50979,193.65262,2000-08-05 08:40:10
15.649248,194.00406,2000-08-05 08:40:10
15.884861,194.08127,2000-08-05 08:40:10
15.762273,193.93167,2000-08-05 08:41:10
15.819742,194.61472,2000-08-05 08:41:10
15.608031,193.37987,2000-08-05 08:41:10
15.600524,194.2014,2000-08-05 08:50:10
15.42478,193.91173,2000-08-05 08:50:10
15.456657,194.13412,2000-08-05 08:50:10
15.558245,194.56268,2000-08-05 08:50:10
15.581969,193.57745,2000-08-05 08:50:10
15.34646,193.69028,2000-08-05 08:51:10
15.491331,194.14423,2000-08-05 08:51:10
15.360487,194.79115,2000-08-05 08:51:10
15.724468,194.68579,2000-08-05 09:00:10
15.433122,194.4334,2000-08-05 09:00:10
15.638321,194.26987,2000-08-05 09:00:10
15.774515,194.41844,2000-08-05 09:00:10
15.560595,194.57745,2000-08-05 09:00:10
15.416582,194.08371,2000-08-05 09:01:10
15.372073,194.40424,2000-08-05 09:01:10
15.424048,194.26706,2000-08-05 09:01:10
15.432097,194.17938,2000-08-05 09:10:10
15.442926,193.95836,2000-08-05 09:10:10
15.388284,194.25739,2000-08-05 09:10:10
15.179256,194.35396,2000-08-05 09:10:10
15.189077,194.50037,2000-08-05 09:10:10
15.418638,194.54208,2000-08-05 09:11:10
15.322272,194.67096,2000-08-05 09:11:10
15.021222,194.54631,2000-08-05 09:11:10
15.201327,194.5075,2000-08-05 09:20:10
15.106987,194.49503,2000-08-05 09:20:10
15.033053,194.37073,2000-08-05 09:20:10
15.072829,194.55829,2000-08-05 09:20:10
15.070963,194.58984,2000-08-05 09:20:10
15.085293,193.91606,2000-08-05 09:21:10
15.020145,195.03079,2000-08-05 09:21:10
14.942797,194.4256,2000-08-05 09:21:10
15.05468,194.39212,2000-08-05 09:30:10
15.309756,194.78043,2000-08-05 09:30:10
15.23165,194.72462,2000-08-05 09:30:10
14.99794,194.9087,2000-08-05 09:30:10
15.19999,194.5824,2000-08-05 09:30:10
15.2683735,194.38608,2000-08-05 09:31:10
15.219045,194.17847,2000-08-05 09:31:10
15.131444,194.9968,2000-08-05 09:31:10
15.185798,194.67792,2000-08-05 09:40:10
15.191621,195.0553,2000-08-05 09:40:10
15.1430645,194.53882,2000-08-05 09:40:10
14.847084,194.5721,2000-08-05 09:40:10
14.938173,194.90617,2000-08-05 09:40:10
14.924625,194.80447,2000-08-05 09:41:10
15.12701,194.43077,2000-08-05 09:41:10
15.047829,194.80582,2000-08-05 09:41:10
15.130699,194.31564,2000-08-05 09:50:10
15.162172,194.9496,2000-08-05 09:50:10
15.094141,194.51851,2000-08-05 09:50:10
15.383547,194.82776,2000-08-05 09:50:10
15.257643,195.01694,2000-08-05 09:50:10
15.38526,194.81853,2000-08-05 09:51:10
15.380636,194.80615,2000-08-05 09:51:10
14.965624,194.7173,2000-08-05 09:51:10
15.146342,194.68402,2000-08-05 10:00:10
15.412454,195.19507,2000-08-05 10:00:10
15.063991,195.20065,2000-08-05 10:00:10
15.322582,194.77693,2000-08-05 10:00:10
15.152006,195.07658,2000-08-05 10:00:10
15.112057,194.75835,2000-08-05 10:01:10
15.018642,194.72086,2000-08-05 10:01:10
14.987722,194.92192,2000-08-05 10:01:10
15.223726,195.27899,2000-08-05 10:10:10
15.076224,194.90724,2000-08-05 10:10:10
15.142462,194.7058,2000-08-05 10:10:10
14.947575,194.83617,2000-08-05 10:10:10
14.790405,195.10721,2000-08-05 10:10:10
15.019021,194.94873,2000-08-05 10:11:10
14.821721,194.7877,2000-08-05 10:11:10
15.036687,195.10214,2000-08-05 10:11:10
14.865175,194.86832,2000-08-05 10:20:10
14.995434,194.95306,2000-08-05 10:20:10
14.822293,194.83592,2000-08-05 10:20:10
15.088482,194.78491,2000-08-05 10:20:10
14.962582,195.08728,2000-08-05 10:20:10
15.162794,194.6362,2000-08-05 10:21:10
14.713423,195.39731,2000-08-05 10:21:10
15.038421,195.07559,2000-08-05 10:21:10
14.885736,195.04626,2000-08-05 10:30:10
14.813897,195.23508,2000-08-05 10:30:10
14.93116,194.7508,2000-08-05 10:30:10
14.795401,195.11722,2000-08-05 10:30:10
14.710906,195.36234,2000-08-05 10:30:10
14.932538,195.17348,2000-08-05 10:31:10
14.841537,195.51006,2000-08-05 10:31:10
14.811422,194.85193,2000-08-05 10:31:10
14.898493,195.67725,2000-08-05 10:40:10
14.836138,194.91812,2000-08-05 10:40:10
14.848539,195.5087,2000-08-05 10:40:10
14.807666,195.98012,2000-08-05 10:40:10
14.658552,195.01137,2000-08-05 10:40:10
14.842232,194.91689,2000-08-05 10:41:10
14.742182,195.41367,2000-08-05 10:41:10
14.746406,195.15295,2000-08-05 10:41:10
14.817852,195.19867,2000-08-05 10:50:10
15.023422,195.15305,2000-08-05 10:50:10
15.037125,195.85777,2000-08-05 10:50:10
14.978685,195.37988,2000-08-05 10:50:10
14.867384,195.37576,2000-08-05 10:50:10
14.856184,195.04193,2000-08-05 10:51:10
14.755203,195.17555,2000-08-05 10:51:10
14.968753,195.74683,2000-08-05 10:51:10
14.682501,195.16344,2000-08-05 11:00:10
14.946529,194.98605,2000-08-05 11:00:10
15.012611,195.38504,2000-08-05 11:00:10
14.967471,194.91281,2000-08-05 11:00:10
15.113719,195.39105,2000-08-05 11:00:10
15.102919,195.32951,2000-08-05 11:01:10
14.716919,195.18042,2000-08-05 11:01:10
15.01643,195.27995,2000-08-05 11:01:10
14.906402,195.70181,2000-08-05 11:10:10
14.769213,195.6424,2000-08-05 11:10:10
14.940151,195.78514,2000-08-05 11:10:10
14.778615,195.75029,2000-08-05 11:10:10
14.950866,195.13034,2000-08-05 11:10:10
14.956363,195.76071,2000-08-05 11:11:10
15.009489,195.19106,2000-08-05 11:11:10
14.89408,195.06967,2000-08-05 11:11:10
14.692671,195.30835,2000-08-05 11:20:10
14.757919,195.747,2000-08-05 11:20:10
14.960829,195.18521,2000-08-05 11:20:10
15.158622,195.96713,2000-08-05 11:20:10
14.910522,194.77115,2000-08-05 11:20:10
14.503631,195.522,2000-08-05 11:21:10
14.726982,195.75333,2000-08-05 11:21:10
14.904288,195.64954,2000-08-05 11:21:10
14.444656,194.68915,2000-08-05 11:30:10
14.458175,195.84177,2000-08-05 11:30:10
14.431032,195.39578,2000-08-05 11:30:10
14.728885,195.84875,2000-08-05 11:30:10
14.651688,195.8227,2000-08-05 11:30:10
14.643433,195.53615,2000-08-05 11:31:10
14.756678,195.08418,2000-08-05 11:31:10
14.696707,195.75839,2000-08-05 11:31:10
14.60915,195.6116,2000-08-05 11:40:10
14.595046,195.32004,2000-08-05 11:40:10
14.260042,195.77835,2000-08-05 11:40:10
14.479583,196.0127,2000-08-05 11:40:10
14.396395,195.70477,2000-08-05 11:40:10
14.535351,195.32573,2000-08-05 11:41:10
14.578005,195.54907,2000-08-05 11:41:10
14.67341,195.1105,2000-08-05 11:41:10
14.414523,195.11716,2000-08-05 11:50:10
14.67263,195.50763,2000-08-05 11:50:10
14.592543,195.57663,2000-08-05 11:50:10
14.589399,195.681,2000-08-05 11:50:10
14.759853,195.46735,2000-08-05 11:50:10
14.792088,195.58867,2000-08-05 11:51:10
14.677925,195.97675,2000-08-05 11:51:10
14.71665,195.22073,2000-08-05 11:51:10
14.965129,196.05557,2000-08-05 12:00:10
15.122655,196.21275,2000-08-05 12:00:10
15.074944,195.89946,2000-08-05 12:00:10
15.261249,195.9307,2000-08-05 12:00:10
14.949602,195.7388,2000-08-05 12:00:10
15.128511,195.33295,2000-08-05 12:01:10
14.996955,195.89368,2000-08-05 12:01:10
14.937881,195.70184,2000-08-05 12:01:10
14.994904,196.00858,2000-08-05 12:10:10
14.796581,196.00587,2000-08-05 12:10:10
14.790792,195.6594,2000-08-05 12:10:10
14.901,195.60228,2000-08-05 12:10:10
14.755056,195.59665,2000-08-05 12:10:10
14.764969,196.07108,2000-08-05 12:11:10
14.931936,196.29169,2000-08-05 12:11:10
14.835593,195.42648,2000-08-05 12:11:10
14.915104,195.62614,2000-08-05 12:20:10
15.2101345,196.06871,2000-08-05 12:20:10
14.762426,195.40106,2000-08-05 12:20:10
14.737318,195.70482,2000-08-05 12:20:10
14.998159,195.56467,2000-08-05 12:20:10
14.754995,195.28766,2000-08-05 12:21:10
14.776486,196.1315,2000-08-05 12:21:10
14.883567,196.01994,2000-08-05 12:21:10
14.764807,195.45001,2000-08-05 12:30:10
14.850811,195.51414,2000-08-05 12:30:10
14.906081,195.72554,2000-08-05 12:30:10
14.863436,195.8016,2000-08-05 12:30:10
14.683773,195.55258,2000-08-05 12:30:10
14.903844,196.03775,2000-08-05 12:31:10
14.510957,195.74513,2000-08-05 12:31:10
14.585012,196.20868,2000-08-05 12:31:10
14.476075,195.93674,2000-08-05 12:40:10
14.621252,195.77052,2000-08-05 12:40:10
14.391653,196.0636,2000-08-05 12:40:10
14.49007,195.53516,2000-08-05 12:40:10
14.416599,195.84938,2000-08-05 12:40:10
14.249115,196.08908,2000-08-05 12:41:10
14.321287,195.41058,2000-08-05 12:41:10
14.352235,195.89462,2000-08-05 12:41:10
14.228304,195.84671,2000-08-05 12:50:10
14.317292,195.59991,2000-08-05 12:50:10
14.452929,196.2848,2000-08-05 12:50:10
14.353062,196.00485,2000-08-05 12:50:10
14.10413,196.14119,2000-08-05 12:50:10
14.209888,195.6657,2000-08-05 12:51:10
14.218973,196.0261,2000-08-05 12:51:10
14.265474,195.78578,2000-08-05 12:51:10
14.050584,196.0383,2000-08-05 13:00:10
14.351816,196.44525,2000-08-05 13:00:10
14.091663,196.0682,2000-08-05 13:00:10
14.009419,195.89606,2000-08-05 13:00:10
14.1124525,196.12808,2000-08-05 13:00:10
14.28153,195.83273,2000-08-05 13:01:10
14.315957,196.50948,2000-08-05 13:01:10
14.154146,195.51797,2000-08-05 13:01:10
13.631904,195.65088,2000-08-05 13:10:10
13.732157,196.19812,2000-08-05 13:10:10
13.999668,195.68954,2000-08-05 13:10:10
14.030788,195.28622,2000-08-05 13:10:10
13.823123,196.48491,2000-08-05 13:10:10
13.815788,196.12277,2000-08-05 13:11:10
13.704278,195.91849,2000-08-05 13:11:10
13.992842,195.8194,2000-08-05 13:11:10
13.856911,195.79474,2000-08-05 13:20:10
13.893237,195.76788,2000-08-05 13:20:10
13.717106,196.04904,2000-08-05 13:20:10
14.019644,196.44467,2000-08-05 13:20:10
13.630656,196.49329,2000-08-05 13:20:10
14.136303,196.1001,2000-08-05 13:21:10
14.175631,195.88673,2000-08-05 13:21:10
13.996001,195.84796,2000-08-05 13:21:10
14.066998,196.143,2000-08-05 13:30:10
14.331129,196.46614,2000-08-05 13:30:10
14.183522,196.03683,2000-08-05 13:30:10
14.226212,196.13524,2000-08-05 13:30:10
14.356194,195.95012,2000-08-05 13:30:10
14.198634,196.18753,2000-08-05 13:31:10
14.277086,196.53513,2000-08-05 13:31:10
14.241907,196.39673,2000-08-05 13:31:10
14.223456,196.16663,2000-08-05 13:40:10
14.110124,196.10121,2000-08-05 13:40:10
13.98325,196.39459,2000-08-05 13:40:10
14.103797,196.43298,2000-08-05 13:40:10
14.015846,196.19107,2000-08-05 13:40:10
13.979669,196.34708,2000-08-05 13:41:10
13.9363985,196.18056,2000-08-05 13:41:10
14.001304,196.5192,2000-08-05 13:41:10
14.386178,195.75,2000-08-05 13:50:10
14.100801,196.15665,2000-08-05 13:50:10
13.905411,196.54327,2000-08-05 13:50:10
14.224646,196.53143,2000-08-05 13:50:10
14.333801,196.26694,2000-08-05 13:50:10
14.46899,196.37825,2000-08-05 13:51:10
14.05196,196.47592,2000-08-05 13:51:10
14.186281,196.23311,2000-08-05 13:51:10
14.141908,196.0679,2000-08-05 14:00:10
14.233211,196.56963,2000-08-05 14:00:10
13.999531,195.90955,2000-08-05 14:00:10
14.153237,196.50446,2000-08-05 14:00:10
14.111017,196.33075,2000-08-05 14:00:10
13.899135,196.15741,2000-08-05 14:01:10
14.162215,196.16919,2000-08-05 14:01:10
14.134382,196.15675,2000-08-05 14:01:10
14.1016035,196.33035,2000-08-05 14:10:10
13.969995,196.60251,2000-08-05 14:10:10
14.123932,196.60487,2000-08-05 14:10:10
14.062136,196.05203,2000-08-05 14:10:10
13.934132,196.58281,2000-08-05 14:10:10
13.918302,196.5232,2000-08-05 14:11:10
13.967115,196.26642,2000-08-05 14:11:10
14.165817,196.10806,2000-08-05 14:11:10
14.07053,196.38345,2000-08-05 14:20:10
14.144923,196.64221,2000-08-05 14:20:10
13.816972,196.9546,2000-08-05 14:20:10
13.76096,196.46112,2000-08-05 14:20:10
14.027851,196.31725,2000-08-05 14:20:10
14.026379,196.58415,2000-08-05 14:21:10
13.94181,196.83829,2000-08-05 14:21:10
14.130022,196.67932,2000-08-05 14:21:10
13.869164,196.42154,2000-08-05 14:30:10
13.922258,197.2554,2000-08-05 14:30:10
14.033971,196.62154,2000-08-05 14:30:10
14.142675,196.61377,2000-08-05 14:30:10
13.689272,196.21591,2000-08-05 14:30:10
13.938232,196.28613,2000-08-05 14:31:10
13.821971,196.97606,2000-08-05 14:31:10
13.791224,196.42181,2000-08-05 14:31:10
14.064728,196.66696,2000-08-05 14:40:10
13.919962,197.21613,2000-08-05 14:40:10
13.626015,196.88702,2000-08-05 14:40:10
13.84901,196.52634,2000-08-05 14:40:10
13.848083,196.34326,2000-08-05 14:40:10
13.617976,196.48187,2000-08-05 14:41:10
13.803598,196.57364,2000-08-05 14:41:10
13.700756,197.0434,2000-08-05 14:41:10
13.630381,196.21164,2000-08-05 14:50:10
13.50108,196.65022,2000-08-05 14:50:10
13.723488,197.05136,2000-08-05 14:50:10
13.691172,196.53845,2000-08-05 14:50:10
13.758745,196.89404,2000-08-05 14:50:10
13.560442,196.26326,2000-08-05 14:51:10
13.62019,197.07413,2000-08-05 14:51:10
13.423088,196.66699,2000-08-05 14:51:10
13.648462,197.21555,2000-08-05 15:00:10
13.674083,196.5727,2000-08-05 15:00:10
13.489963,196.34215,2000-08-05 15:00:10
13.293437,196.65897,2000-08-05 15:00:10
13.146727,196.48555,2000-08-05 15:00:10
13.357974,196.55815,2000-08-05 15:01:10
13.28684,196.5929,2000-08-05 15:01:10
13.379635,196.92459,2000-08-05 15:01:10
13.498474,196.95947,2000-08-05 15:10:10
13.372694,196.45416,2000-08-05 15:10:10
13.577322,196.4243,2000-08-05 15:10:10
13.444984,196.90262,2000-08-05 15:10:10
13.868297,196.46207,2000-08-05 15:10:10
13.783294,196.74933,2000-08-05 15:11:10
13.7925,196.27573,2000-08-05 15:11:10
13.68535,196.84622,2000-08-05 15:11:10
13.595241,197.02573,2000-08-05 15:20:10
13.260384,196.5238,2000-08-05 15:20:10
13.497942,197.08966,2000-08-05 15:20:10
13.49125,196.63976,2000-08-05 15:20:10
13.241079,196.49792,2000-08-05 15:20:10
13.378176,196.76714,2000-08-05 15:21:10
13.216326,196.66689,2000-08-05 15:21:10
13.137491,197.0115,2000-08-05 15:21:10
13.305101,196.83714,2000-08-05 15:30:10
13.075188,197.02698,2000-08-05 15:30:10
12.979333,196.69421,2000-08-05 15:30:10
13.254891,196.56136,2000-08-05 15:30:10
13.101643,197.13687,2000-08-05 15:30:10
13.053043,196.99321,2000-08-05 15:31:10
13.25133,196.5725,2000-08-05 15:31:10
13.133154,196.60103,2000-08-05 15:31:10
13.118271,196.78583,2000-08-05 15:40:10
13.284405,196.98077,2000-08-05 15:40:10
13.316471,197.08728,2000-08-05 15:40:10
13.255023,197.35175,2000-08-05 15:40:10
13.246593,197.42389,2000-08-05 15:40:10
13.034922,196.5805,2000-08-05 15:41:10
13.117603,196.77621,2000-08-05 15:41:10
13.053193,196.41461,2000-08-05 15:41:10
13.1092415,196.78157,2000-08-05 15:50:10
13.004042,196.7217,2000-08-05 15:50:10
13.034962,196.55736,2000-08-05 15:50:10
13.166004,196.74359,2000-08-05 15:50:10
12.941659,196.39374,2000-08-05 15:50:10
12.787023,196.77248,2000-08-05 15:51:10
13.01341,197.34799,2000-08-05 15:51:10
12.7923355,197.29533,2000-08-05 15:51:10
12.924315,197.02524,2000-08-05 16:00:10
12.694246,196.95598,2000-08-05 16:00:10
12.8294735,196.79921,2000-08-05 16:00:10
12.781643,196.86485,2000-08-05 16:00:10
12.690702,196.97061,2000-08-05 16:00:10
12.656717,196.75513,2000-08-05 16:01:10
12.715921,197.00874,2000-08-05 16:01:10
12.710079,196.73808,2000-08-05 16:01:10
12.661427,196.75467,2000-08-05 16:10:10
12.82247,197.21515,2000-08-05 16:10:10
12.634613,196.43707,2000-08-05 16:10:10
12.826954,196.94582,2000-08-05 16:10:10
12.704714,196.89966,2000-08-05 16:10:10
12.749227,196.68437,2000-08-05 16:11:10
12.755366,196.70317,2000-08-05 16:11:10
12.493641,197.06241,2000-08-05 16:11:10
12.619815,196.92004,2000-08-05 16:20:10
12.654655,196.6644,2000-08-05 16:20:10
12.862404,196.70969,2000-08-05 16:20:10
12.895363,197.07474,2000-08-05 16:20:10
12.953688,196.91293,2000-08-05 16:20:10
12.94745,196.43155,2000-08-05 16:21:10
13.001132,196.69666,2000-08-05 16:21:10
12.834534,196.60571,2000-08-05 16:21:10
13.089281,196.78676,2000-08-05 16:30:10
12.671793,196.39551,2000-08-05 16:30:10
12.932093,197.1724,2000-08-05 16:30:10
12.79537,197.27538,2000-08-05 16:30:10
12.964956,196.48492,2000-08-05 16:30:10
12.809406,197.08696,2000-08-05 16:31:10
12.904822,196.9223,2000-08-05 16:31:10
13.003023,197.01999,2000-08-05 16:31:10
13.193209,196.73735,2000-08-05 16:40:10
13.009581,196.66745,2000-08-05 16:40:10
13.095116,197.03638,2000-08-05 16:40:10
13.3504925,196.93784,2000-08-05 16:40:10
13.155806,196.66684,2000-08-05 16:40:10
13.319275,196.2987,2000-08-05 16:41:10
13.067021,196.83774,2000-08-05 16:41:10
13.376089,196.73079,2000-08-05 16:41:10
12.933537,196.61447,2000-08-05 16:50:10
13.054298,196.59254,2000-08-05 16:50:10
12.945571,196.75787,2000-08-05 16:50:10
12.92989,196.485,2000-08-05 16:50:10
12.723913,196.61728,2000-08-05 16:50:10
12.789495,196.54066,2000-08-05 16:51:10
12.848976,196.75223,2000-08-05 16:51:10
12.773134,196.7113,2000-08-05 16:51:10
12.938456,197.09729,2000-08-05 17:00:10
12.7073,196.74136,2000-08-05 17:00:10
12.416548,196.97305,2000-08-05 17:00:10
12.487154,197.02826,2000-08-05 17:00:10
12.622284,197.18394,2000-08-05 17:00:10
12.543789,196.64304,2000-08-05 17:01:10
12.277473,196.79913,2000-08-05 17:01:10
12.447191,196.78027,2000-08-05 17:01:10
12.61709,195.9451,2000-08-05 17:10:10
12.565544,197.19635,2000-08-05 17:10:10
12.26214,196.46632,2000-08-05 17:10:10
12.409134,197.0729,2000-08-05 17:10:10
12.277761,196.6424,2000-08-05 17:10:10
12.266964,196.74448,2000-08-05 17:11:10
12.174325,196.3787,2000-08-05 17:11:10
11.9980135,196.58495,2000-08-05 17:11:10
12.618667,196.81372,2000-08-05 17:20:10
12.380022,196.5275,2000-08-05 17:20:10
12.425111,196.26297,2000-08-05 17:20:10
12.246983,196.5999,2000-08-05 17:20:10
12.410376,196.79263,2000-08-05 17:20:10
12.404903,196.61716,2000-08-05 17:21:10
12.370941,196.73326,2000-08-05 17:21:10
12.380511,197.37592,2000-08-05 17:21:10
12.448509,196.86948,2000-08-05 17:30:10
12.485407,196.5004,2000-08-05 17:30:10
12.428263,196.77887,2000-08-05 17:30:10
12.439278,196.51366,2000-08-05 17:30:10
12.302152,196.08847,2000-08-05 17:30:10
12.393879,196.86983,2000-08-05 17:31:10
12.270292,196.5343,2000-08-05 17:31:10
12.430249,197.09528,2000-08-05 17:31:10
12.41863,196.6267,2000-08-05 17:40:10
12.614979,196.13979,2000-08-05 17:40:10
12.589802,196.34912,2000-08-05 17:40:10
12.553173,196.48442,2000-08-05 17:40:10
12.602657,196.1773,2000-08-05 17:40:10
12.563128,196.2326,2000-08-05 17:41:10
12.356258,196.70547,2000-08-05 17:41:10
12.460891,196.32648,2000-08-05 17:41:10
12.534671,196.46362,2000-08-05 17:50:10
12.3778305,196.60742,2000-08-05 17:50:10
12.657851,196.56274,2000-08-05 17:50:10
12.334654,196.51129,2000-08-05 17:50:10
12.242851,196.57198,2000-08-05 17:50:10
12.385639,196.63971,2000-08-05 17:51:10
12.401085,196.69092,2000-08-05 17:51:10
12.394363,196.11862,2000-08-05 17:51:10
12.720716,196.86694,2000-08-05 18:00:10
12.664839,196.14166,2000-08-05 18:00:10
12.367069,196.70369,2000-08-05 18:00:10
12.631729,196.82365,2000-08-05 18:00:10
12.520647,196.77438,2000-08-05 18:00:10
12.386084,196.31808,2000-08-05 18:01:10
12.462478,196.57368,2000-08-05 18:01:10
12.30978,197.11325,2000-08-05 18:01:10
12.3548,196.3358,2000-08-05 18:10:10
12.286,196.83409,2000-08-05 18:10:10
12.532639,197.13446,2000-08-05 18:10:10
12.358244,196.6073,2000-08-05 18:10:10
